"Item","Part No.","Description","Qty."
"30","10004175","Roller bracket 2","2"
"31","10004179","Pin","2"
"32","00002575","Nut  GB/T 6183.1  M8","8"
"33","10004202","Roller","1"
"34","10004207","Washer","2"
"35","10021655","Roller bracket","1"
"36","10021656","Pin","1"
"37","10004180","Locating plate 2","1"
"38","50001717","Rail spacer","2"
"39","10004174","Inserted pin","2"
"40","00002312","Bolt  GB/T 5782  M6×45","2"
"41","00002574","Nut  GB/T 6183.1  M6","10"
"42","10005544","Left extension rail","1"
"43","10019953","Extension deck weldment","1"
"44","10004282","Front rail","1"
